repository,path,name,url,html_url,git_url,score
Telegram-X/TelePro-master,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/177819009/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=66332fa2fbebd36636d4bb936dca0674d8eb2208,https://github.com/Telegram-X/TelePro-master/blob/66332fa2fbebd36636d4bb936dca0674d8eb2208/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/177819009/git/blobs/21ba233a3d4a4b0869c44d4557bf082b58bb820a,1.0
Telegram-X/Elegram-master,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/166230932/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=8b09434c10608a31bad7ef6267e632b5736f916b,https://github.com/Telegram-X/Elegram-master/blob/8b09434c10608a31bad7ef6267e632b5736f916b/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/166230932/git/blobs/245e347ed05702e7d783a1d7567a9e4f86d86371,1.0
Nagram-Broken/Nagram-Broken,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/918684133/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=798475a827c2cf7856df0f8c362fea800d4dd87f,https://github.com/Nagram-Broken/Nagram-Broken/blob/798475a827c2cf7856df0f8c362fea800d4dd87f/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/918684133/git/blobs/03d613be6cc5f4bee2e88b22961d0b0bbaf6ebbe,1.0
leventarican/cookbook-android,helloworld/shared/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/236093287/contents/helloworld/shared/src/main/AndroidManifest.xml?ref=d6a9526c59d54c8ba9e0874ff6183b1d13524ff9,https://github.com/leventarican/cookbook-android/blob/d6a9526c59d54c8ba9e0874ff6183b1d13524ff9/helloworld/shared/src/main/AndroidManifest.xml,https://api.github.com/repositories/236093287/git/blobs/1f73867050389085436bd35b553d108270f57204,1.0
dev-josias/xaudio,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/682973842/contents/app/src/main/AndroidManifest.xml?ref=512686912ac02570390603980bec12f4e7d12a8d,https://github.com/dev-josias/xaudio/blob/512686912ac02570390603980bec12f4e7d12a8d/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/682973842/git/blobs/25db29ed0507fa23b13543d5575d5b9338ecac3e,1.0
CAUCarryONYS/CarryON,carrion/android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/783736467/contents/carrion/android/app/src/main/AndroidManifest.xml?ref=13510f7b924872a8a170574ae9cb259c262d1f19,https://github.com/CAUCarryONYS/CarryON/blob/13510f7b924872a8a170574ae9cb259c262d1f19/carrion/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/783736467/git/blobs/0b49aff4435a71a4b34b60e1265a4c7191a804d9,1.0
Ximerixx/freezer,android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/518988438/contents/android/app/src/main/AndroidManifest.xml?ref=e92c0675d8e8a75d6737bb3018933208df35790d,https://github.com/Ximerixx/freezer/blob/e92c0675d8e8a75d6737bb3018933208df35790d/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/518988438/git/blobs/042602616c217ac7376dfc05e701e8453dbbaa3a,1.0
philipgp/MusicPlus,vlc-android/application/vlc-android/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/89948868/contents/vlc-android/application/vlc-android/AndroidManifest.xml?ref=a18ab0cdf0a454594bcd1486972ec635f44975f9,https://github.com/philipgp/MusicPlus/blob/a18ab0cdf0a454594bcd1486972ec635f44975f9/vlc-android/application/vlc-android/AndroidManifest.xml,https://api.github.com/repositories/89948868/git/blobs/2da630166c5658d1d4fa120020052bbc25a6f7fb,1.0
TinasheMzondiwa/audioverse-android,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/137168696/contents/app/src/main/AndroidManifest.xml?ref=b8bb90e595198b18981f824c81a3e61c2d8dccc0,https://github.com/TinasheMzondiwa/audioverse-android/blob/b8bb90e595198b18981f824c81a3e61c2d8dccc0/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/137168696/git/blobs/0635326ea7c9e8386259d9d14ce921bd50c9a23e,1.0
victoraldir/MinimalAutoMedia,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/84622250/contents/app/src/main/AndroidManifest.xml?ref=025b697b3e77a98862c75d2af41bc1ca05f078a9,https://github.com/victoraldir/MinimalAutoMedia/blob/025b697b3e77a98862c75d2af41bc1ca05f078a9/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/84622250/git/blobs/02a3baae664ebf0ee93c0c566b80bde9d3a31568,1.0
lakshit1/Retro-music-player,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/206542876/contents/app/src/main/AndroidManifest.xml?ref=de8e80f8f771bf67cd9fd84c2ce0a38ba7ba2c27,https://github.com/lakshit1/Retro-music-player/blob/de8e80f8f771bf67cd9fd84c2ce0a38ba7ba2c27/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/206542876/git/blobs/045de18ea9d9f172fbbb405ff8637cd1a539d061,1.0
Adizbek/TelePro-master,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/144285334/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=8cbc7c5e24ca183abbb8bef5e328e3c090ff5f37,https://github.com/Adizbek/TelePro-master/blob/8cbc7c5e24ca183abbb8bef5e328e3c090ff5f37/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/144285334/git/blobs/0b77ae58b2fa9acf2389c4d7cf9ffc0a729edc59,1.0
FxamarAboali/Signal-Android,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/839406307/contents/app/src/main/AndroidManifest.xml?ref=bddc6d07fc780933f8b90648d38ef73bc98dd808,https://github.com/FxamarAboali/Signal-Android/blob/bddc6d07fc780933f8b90648d38ef73bc98dd808/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/839406307/git/blobs/19d2ecd9efcc9355cb0c1b07a216d5fd113c906f,1.0
aliceneubert/echo_podcasts,mobile/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/124798953/contents/mobile/src/main/AndroidManifest.xml?ref=d8610a5417f550420360f64449deb2df39ad64a3,https://github.com/aliceneubert/echo_podcasts/blob/d8610a5417f550420360f64449deb2df39ad64a3/mobile/src/main/AndroidManifest.xml,https://api.github.com/repositories/124798953/git/blobs/271a41b74357f307d00410f703d97e28084423e5,1.0
rohan-flutterint/Telegram,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/511807730/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=6cb1cdf898a8cfe025b907b79d074c4903d4b424,https://github.com/rohan-flutterint/Telegram/blob/6cb1cdf898a8cfe025b907b79d074c4903d4b424/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/511807730/git/blobs/138549eb65361481f92306bcd46639260a3a35e1,1.0
TonyTangAndroid/android_auto_sample,mobile/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/140858292/contents/mobile/src/main/AndroidManifest.xml?ref=e168e21c9f63df1ab1d7c723d91416495aeb8da0,https://github.com/TonyTangAndroid/android_auto_sample/blob/e168e21c9f63df1ab1d7c723d91416495aeb8da0/mobile/src/main/AndroidManifest.xml,https://api.github.com/repositories/140858292/git/blobs/1ecc99b3e4ab4ff9a687720b6cb932a1f240d82e,1.0
gurecn/Teledroid,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/531877752/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=5729eb7000587d75700af3fa113e37c087b9bba7,https://github.com/gurecn/Teledroid/blob/5729eb7000587d75700af3fa113e37c087b9bba7/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/531877752/git/blobs/058893675e66215e49b3bf55b06f8e8a21c685e1,1.0
AyraHikari/SonyAppsPort,SonyMusic/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/380930724/contents/SonyMusic/AndroidManifest.xml?ref=79a495d000580495569c59822c7a57bee08d3d50,https://github.com/AyraHikari/SonyAppsPort/blob/79a495d000580495569c59822c7a57bee08d3d50/SonyMusic/AndroidManifest.xml,https://api.github.com/repositories/380930724/git/blobs/0845cc59f81bb8cc0d0ace6c252e96792ba6d245,1.0
QueenieCplusplus/AndroidApp,2019_android_app/radioApp/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/281375649/contents/2019_android_app/radioApp/app/src/main/AndroidManifest.xml?ref=1012e1cc37dcaf28067c5b80abcfbb606dd689d6,https://github.com/QueenieCplusplus/AndroidApp/blob/1012e1cc37dcaf28067c5b80abcfbb606dd689d6/2019_android_app/radioApp/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/281375649/git/blobs/06cfc7dc13a4bd0b85397124deee77ca60147f84,1.0
JetBrains/android,android-templates/testData/golden/testAutomotiveMediaService/shared/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/60701247/contents/android-templates/testData/golden/testAutomotiveMediaService/shared/src/main/AndroidManifest.xml?ref=5f1ba2f6f447b4308c01638b0a3cbe35ea20edcd,https://github.com/JetBrains/android/blob/5f1ba2f6f447b4308c01638b0a3cbe35ea20edcd/android-templates/testData/golden/testAutomotiveMediaService/shared/src/main/AndroidManifest.xml,https://api.github.com/repositories/60701247/git/blobs/00baa748a0a8c344e170829ae3ff816f9107829e,1.0
GeoffreyMetais/vlc-android,application/vlc-android/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/34054805/contents/application/vlc-android/AndroidManifest.xml?ref=1f6ffd8f6839f98732e319468b2c07d8ff0cec0e,https://github.com/GeoffreyMetais/vlc-android/blob/1f6ffd8f6839f98732e319468b2c07d8ff0cec0e/application/vlc-android/AndroidManifest.xml,https://api.github.com/repositories/34054805/git/blobs/1373afd8526050a0419276504375e636185bd2ce,1.0
ZoEnXI/CarTalk,automotive/build/intermediates/merged_manifests/debug/processDebugManifest/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/859729419/contents/automotive/build/intermediates/merged_manifests/debug/processDebugManifest/AndroidManifest.xml?ref=9698327e10f41957713f149ac6b51836db4b9dab,https://github.com/ZoEnXI/CarTalk/blob/9698327e10f41957713f149ac6b51836db4b9dab/automotive/build/intermediates/merged_manifests/debug/processDebugManifest/AndroidManifest.xml,https://api.github.com/repositories/859729419/git/blobs/06fea1bf4c8802d3ff643cb892ea699165875534,1.0
lidengyao/ajitai,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/265784438/contents/app/src/main/AndroidManifest.xml?ref=94f54c3adf96426555a082f86f23ce61e74f8b9b,https://github.com/lidengyao/ajitai/blob/94f54c3adf96426555a082f86f23ce61e74f8b9b/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/265784438/git/blobs/240c3293a691ff070b6415a60c1137465c1a53d6,1.0
s-a-sakib/Bonk-Tune,build/app/intermediates/merged_manifest/debug/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/880350638/contents/build/app/intermediates/merged_manifest/debug/AndroidManifest.xml?ref=0c439ca471863d0cb09eb99259f05fbd92a830e2,https://github.com/s-a-sakib/Bonk-Tune/blob/0c439ca471863d0cb09eb99259f05fbd92a830e2/build/app/intermediates/merged_manifest/debug/AndroidManifest.xml,https://api.github.com/repositories/880350638/git/blobs/153ca8b114688d47652feba387557b645627fff8,1.0
Voxbras/voxzap_telegram,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/108163451/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=c5e3befd45603981bc639f891582302ed3bbd7e9,https://github.com/Voxbras/voxzap_telegram/blob/c5e3befd45603981bc639f891582302ed3bbd7e9/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/108163451/git/blobs/1512bf9639cb1cce4ca9d658a59dad2540caa410,1.0
theeternalvecna/vlc-android,application/vlc-android/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/856694158/contents/application/vlc-android/AndroidManifest.xml?ref=d470d65be38b9570ac7a6970b575fbd9e49ae1a0,https://github.com/theeternalvecna/vlc-android/blob/d470d65be38b9570ac7a6970b575fbd9e49ae1a0/application/vlc-android/AndroidManifest.xml,https://api.github.com/repositories/856694158/git/blobs/26ab499712147f4e23270a7ce945d95b9d0da32e,1.0
malah-code/Open-Quran-Radio,AndroidApp/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/99459910/contents/AndroidApp/app/src/main/AndroidManifest.xml?ref=4f9cece9d743543573acef89591e468284019a07,https://github.com/malah-code/Open-Quran-Radio/blob/4f9cece9d743543573acef89591e468284019a07/AndroidApp/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/99459910/git/blobs/29ee2f3d3331d60c204cb4b72cfc0dbb5a0c5e17,1.0
USisFounderOfISIS/ApexMusic,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/733540880/contents/app/src/main/AndroidManifest.xml?ref=06cbdc2ac334adead1b95c8cf191f8bd972bf4be,https://github.com/USisFounderOfISIS/ApexMusic/blob/06cbdc2ac334adead1b95c8cf191f8bd972bf4be/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/733540880/git/blobs/10d77309798058a3c86cb2581ee692a8ec09ee40,1.0
1136346879/picture_dx,KotlinTest/TMessagesProj/build/intermediates/aapt_friendly_merged_manifests/debug/processDebugManifest/aapt/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/158658353/contents/KotlinTest/TMessagesProj/build/intermediates/aapt_friendly_merged_manifests/debug/processDebugManifest/aapt/AndroidManifest.xml?ref=fd26e94c6f5f86f77de5b544cd27b6a748aaa2dc,https://github.com/1136346879/picture_dx/blob/fd26e94c6f5f86f77de5b544cd27b6a748aaa2dc/KotlinTest/TMessagesProj/build/intermediates/aapt_friendly_merged_manifests/debug/processDebugManifest/aapt/AndroidManifest.xml,https://api.github.com/repositories/158658353/git/blobs/03da81db6e3e5548f6c455aa5f011b088cd692db,1.0
BreadKat0707/RetroMusicLite,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/920983133/contents/app/src/main/AndroidManifest.xml?ref=2dd17dec3fa669c0d6543e710b84ff0b754117e2,https://github.com/BreadKat0707/RetroMusicLite/blob/2dd17dec3fa669c0d6543e710b84ff0b754117e2/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/920983133/git/blobs/3031dc3d0972d2628ccdc496933a7501be147cbd,1.0
Envoy-Z-lab-lav/Harmony-Music,android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/938829446/contents/android/app/src/main/AndroidManifest.xml?ref=ce23835572cf295f4d39f2975be9cd08419ac193,https://github.com/Envoy-Z-lab-lav/Harmony-Music/blob/ce23835572cf295f4d39f2975be9cd08419ac193/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/938829446/git/blobs/03c5762e8c1122fed8e315e867dbf9f1e739fb83,1.0
alvAro365/GoogleAutomative-Boilerplate,shared/build/intermediates/aapt_friendly_merged_manifests/debug/aapt/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/285520391/contents/shared/build/intermediates/aapt_friendly_merged_manifests/debug/aapt/AndroidManifest.xml?ref=45d989a68419912ff89d9c642bb9a8597e5182b2,https://github.com/alvAro365/GoogleAutomative-Boilerplate/blob/45d989a68419912ff89d9c642bb9a8597e5182b2/shared/build/intermediates/aapt_friendly_merged_manifests/debug/aapt/AndroidManifest.xml,https://api.github.com/repositories/285520391/git/blobs/0c5e874faec11c4d17c9f792b431fc85a90a4b78,1.0
vaginessa/NotSoAndroidAyuGram,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/781747877/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=436ebf193e4dd90e91ffdc74416bb4a6eee865c9,https://github.com/vaginessa/NotSoAndroidAyuGram/blob/436ebf193e4dd90e91ffdc74416bb4a6eee865c9/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/781747877/git/blobs/19b41e5e50ffb70d98ac95566bd52dd3df718781,1.0
TelegramPlus/TelegramPlus,TMessagesProj/config/foss/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/105829270/contents/TMessagesProj/config/foss/AndroidManifest.xml?ref=d27514ad64031faa1c09346a0ee22cc581f0f642,https://github.com/TelegramPlus/TelegramPlus/blob/d27514ad64031faa1c09346a0ee22cc581f0f642/TMessagesProj/config/foss/AndroidManifest.xml,https://api.github.com/repositories/105829270/git/blobs/28c42b2f7c3936b7c365f54719386dd1a052ccff,1.0
TelegramPlus/TelegramPlus,TMessagesProj/config/debug/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/105829270/contents/TMessagesProj/config/debug/AndroidManifest.xml?ref=d27514ad64031faa1c09346a0ee22cc581f0f642,https://github.com/TelegramPlus/TelegramPlus/blob/d27514ad64031faa1c09346a0ee22cc581f0f642/TMessagesProj/config/debug/AndroidManifest.xml,https://api.github.com/repositories/105829270/git/blobs/28c42b2f7c3936b7c365f54719386dd1a052ccff,1.0
TelegramPlus/TelegramPlus,TMessagesProj/config/release/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/105829270/contents/TMessagesProj/config/release/AndroidManifest.xml?ref=d27514ad64031faa1c09346a0ee22cc581f0f642,https://github.com/TelegramPlus/TelegramPlus/blob/d27514ad64031faa1c09346a0ee22cc581f0f642/TMessagesProj/config/release/AndroidManifest.xml,https://api.github.com/repositories/105829270/git/blobs/28c42b2f7c3936b7c365f54719386dd1a052ccff,1.0
parsine/parsigram,TMessagesProj/config/foss/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/77701940/contents/TMessagesProj/config/foss/AndroidManifest.xml?ref=16ddc0b8c3abe30eb9da6ef26a991cf58e379833,https://github.com/parsine/parsigram/blob/16ddc0b8c3abe30eb9da6ef26a991cf58e379833/TMessagesProj/config/foss/AndroidManifest.xml,https://api.github.com/repositories/77701940/git/blobs/196ab4adb7ca0cfab721c7279e861b7a3331f79d,1.0
parsine/parsigram,TMessagesProj/config/debug/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/77701940/contents/TMessagesProj/config/debug/AndroidManifest.xml?ref=16ddc0b8c3abe30eb9da6ef26a991cf58e379833,https://github.com/parsine/parsigram/blob/16ddc0b8c3abe30eb9da6ef26a991cf58e379833/TMessagesProj/config/debug/AndroidManifest.xml,https://api.github.com/repositories/77701940/git/blobs/196ab4adb7ca0cfab721c7279e861b7a3331f79d,1.0
parsine/parsigram,TMessagesProj/config/release/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/77701940/contents/TMessagesProj/config/release/AndroidManifest.xml?ref=16ddc0b8c3abe30eb9da6ef26a991cf58e379833,https://github.com/parsine/parsigram/blob/16ddc0b8c3abe30eb9da6ef26a991cf58e379833/TMessagesProj/config/release/AndroidManifest.xml,https://api.github.com/repositories/77701940/git/blobs/196ab4adb7ca0cfab721c7279e861b7a3331f79d,1.0
JetBrains/android,android-templates/testData/golden/testAutomotiveMediaServiceWithKotlin/shared/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/60701247/contents/android-templates/testData/golden/testAutomotiveMediaServiceWithKotlin/shared/src/main/AndroidManifest.xml?ref=5f1ba2f6f447b4308c01638b0a3cbe35ea20edcd,https://github.com/JetBrains/android/blob/5f1ba2f6f447b4308c01638b0a3cbe35ea20edcd/android-templates/testData/golden/testAutomotiveMediaServiceWithKotlin/shared/src/main/AndroidManifest.xml,https://api.github.com/repositories/60701247/git/blobs/00baa748a0a8c344e170829ae3ff816f9107829e,1.0
ZoEnXI/CarTalk,automotive/build/intermediates/merged_manifest/debug/processDebugMainManifest/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/859729419/contents/automotive/build/intermediates/merged_manifest/debug/processDebugMainManifest/AndroidManifest.xml?ref=9698327e10f41957713f149ac6b51836db4b9dab,https://github.com/ZoEnXI/CarTalk/blob/9698327e10f41957713f149ac6b51836db4b9dab/automotive/build/intermediates/merged_manifest/debug/processDebugMainManifest/AndroidManifest.xml,https://api.github.com/repositories/859729419/git/blobs/06fea1bf4c8802d3ff643cb892ea699165875534,1.0
ZoEnXI/CarTalk,automotive/build/intermediates/packaged_manifests/debug/processDebugManifestForPackage/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/859729419/contents/automotive/build/intermediates/packaged_manifests/debug/processDebugManifestForPackage/AndroidManifest.xml?ref=9698327e10f41957713f149ac6b51836db4b9dab,https://github.com/ZoEnXI/CarTalk/blob/9698327e10f41957713f149ac6b51836db4b9dab/automotive/build/intermediates/packaged_manifests/debug/processDebugManifestForPackage/AndroidManifest.xml,https://api.github.com/repositories/859729419/git/blobs/06fea1bf4c8802d3ff643cb892ea699165875534,1.0
s-a-sakib/Bonk-Tune,build/app/intermediates/merged_manifests/debug/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/880350638/contents/build/app/intermediates/merged_manifests/debug/AndroidManifest.xml?ref=0c439ca471863d0cb09eb99259f05fbd92a830e2,https://github.com/s-a-sakib/Bonk-Tune/blob/0c439ca471863d0cb09eb99259f05fbd92a830e2/build/app/intermediates/merged_manifests/debug/AndroidManifest.xml,https://api.github.com/repositories/880350638/git/blobs/153ca8b114688d47652feba387557b645627fff8,1.0
s-a-sakib/Bonk-Tune,build/app/intermediates/packaged_manifests/debug/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/880350638/contents/build/app/intermediates/packaged_manifests/debug/AndroidManifest.xml?ref=0c439ca471863d0cb09eb99259f05fbd92a830e2,https://github.com/s-a-sakib/Bonk-Tune/blob/0c439ca471863d0cb09eb99259f05fbd92a830e2/build/app/intermediates/packaged_manifests/debug/AndroidManifest.xml,https://api.github.com/repositories/880350638/git/blobs/153ca8b114688d47652feba387557b645627fff8,1.0
z-huang/InnerTune,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/239663876/contents/app/src/main/AndroidManifest.xml?ref=4dc1da7df586cc8cb2223f825653592f539d8205,https://github.com/z-huang/InnerTune/blob/4dc1da7df586cc8cb2223f825653592f539d8205/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/239663876/git/blobs/523378656c209643290bf3e0c551706c7e29cc6f,1.0
tomahawk-player/tomahawk-android,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/5039320/contents/app/src/main/AndroidManifest.xml?ref=a9b29a9e92d7a956353bf8be5e5c85013d7da0d6,https://github.com/tomahawk-player/tomahawk-android/blob/a9b29a9e92d7a956353bf8be5e5c85013d7da0d6/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/5039320/git/blobs/4f09a25956748daf44c7918b717113e989e8b47f,1.0
v-novaltd/lcevc-androidx-media,demos/session/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/872476665/contents/demos/session/src/main/AndroidManifest.xml?ref=e0f582fe5ddd8a3f2b8e87a4d9353696f1026504,https://github.com/v-novaltd/lcevc-androidx-media/blob/e0f582fe5ddd8a3f2b8e87a4d9353696f1026504/demos/session/src/main/AndroidManifest.xml,https://api.github.com/repositories/872476665/git/blobs/550b0698f0430db81bae5d9bdfae21ce38c0eca3,1.0
DJDoubleD/refreezer,android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/831874559/contents/android/app/src/main/AndroidManifest.xml?ref=aecf24288c47f20000f23c2b65db279ba3b44f46,https://github.com/DJDoubleD/refreezer/blob/aecf24288c47f20000f23c2b65db279ba3b44f46/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/831874559/git/blobs/354de3f0b52f09d68d9ca97417b413a854930647,1.0
alireza-ebrahimi/telegram-talaeii,5.3.5/resources/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/138622926/contents/5.3.5/resources/AndroidManifest.xml?ref=68a67e6f104ab8a0888e63c605e8bbad12c4a20e,https://github.com/alireza-ebrahimi/telegram-talaeii/blob/68a67e6f104ab8a0888e63c605e8bbad12c4a20e/5.3.5/resources/AndroidManifest.xml,https://api.github.com/repositories/138622926/git/blobs/44f75ac862bfe6ea0b1c82209249090901ae30d2,1.0
xdtianyu/android-8.0.0_r4,developers/samples/android/media/MediaBrowserService/Application/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/101650981/contents/developers/samples/android/media/MediaBrowserService/Application/src/main/AndroidManifest.xml?ref=7b2a348b53815c068a960fe7243b9dc9ba144fa6,https://github.com/xdtianyu/android-8.0.0_r4/blob/7b2a348b53815c068a960fe7243b9dc9ba144fa6/developers/samples/android/media/MediaBrowserService/Application/src/main/AndroidManifest.xml,https://api.github.com/repositories/101650981/git/blobs/570aeb47d0f70b8172f79b3d6b3c96477131a71e,1.0
qwq233/Nullgram,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/441650552/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=d005489920c83e0aded04b400f20c19fc7ce1cf3,https://github.com/qwq233/Nullgram/blob/d005489920c83e0aded04b400f20c19fc7ce1cf3/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/441650552/git/blobs/5234955bfd6b238847bbace63c537efd8d278934,1.0
mikevoyt/RoboPhish,mobile/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/63972047/contents/mobile/src/main/AndroidManifest.xml?ref=e93471a1b9003db5faa0a641ccbbacc0e533d825,https://github.com/mikevoyt/RoboPhish/blob/e93471a1b9003db5faa0a641ccbbacc0e533d825/mobile/src/main/AndroidManifest.xml,https://api.github.com/repositories/63972047/git/blobs/5e5210344bf0cbe189f9343684d8864d347fd664,1.0
PoCInnovation/PoC2Peer,app/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/298842165/contents/app/app/src/main/AndroidManifest.xml?ref=1538d9dd5e44fee07d82b094f372cc020cf7486e,https://github.com/PoCInnovation/PoC2Peer/blob/1538d9dd5e44fee07d82b094f372cc020cf7486e/app/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/298842165/git/blobs/440e88e1328584e0adeed2dd725c87496514c3a7,1.0
Ramink78/Musical,PlaybackService/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/671106532/contents/PlaybackService/src/main/AndroidManifest.xml?ref=63f183e80bd467297990ab6130ffec6c175b511d,https://github.com/Ramink78/Musical/blob/63f183e80bd467297990ab6130ffec6c175b511d/PlaybackService/src/main/AndroidManifest.xml,https://api.github.com/repositories/671106532/git/blobs/307d3c7be7903a7e5f9e299b08910aeb7c0cc742,1.0
hellcat707hp/GTRadio,automotive/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/379812165/contents/automotive/src/main/AndroidManifest.xml?ref=21d75c6adeffde1c3b61881c69a850c753a01bf9,https://github.com/hellcat707hp/GTRadio/blob/21d75c6adeffde1c3b61881c69a850c753a01bf9/automotive/src/main/AndroidManifest.xml,https://api.github.com/repositories/379812165/git/blobs/3fcaaa4a4bb31a6efdc643b2ce73db045d1d5c18,1.0
